City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,pucallpa,-8.3791,-74.5539,24.02,94,75,2.06,PE,1701927784
285,xilin hot,43.9667,116.0333,1.43,67,100,7.91,CN,1701928073
286,minas de marcona,-15.2119,-75.1103,14.17,87,99,4.39,PE,1701928074
287,saipan,15.1355,145.701,28.39,83,40,4.63,MP,1701928075
288,tabuk,17.4189,121.4443,28.07,71,70,2.7,PH,1701928076
289,wynyard,-41.0,145.7167,20.42,45,98,6.77,AU,1701928077
290,haiku-pauwela,20.9219,-156.3051,23.91,71,20,2.57,US,1701928078
291,mizdah,31.4451,12.9801,10.53,54,26,3.45,LY,1701928079
292,carnarvon,-24.8667,113.6333,25.92,59,0,10.18,AU,1701928080
293,filadelfia,39.9523,-75.1638,2.01,65,40,3.6,US,1701927895
294,reggane,26.7158,0.1714,17.15,34,11,3.6,DZ,1701928082
295,chibougamau,49.9168,-74.3659,-13.21,85,100,0.0,CA,1701928083
296,ivdel',60.6911,60.4206,-37.12,100,37,0.89,RU,1701928084
297,dalandzadgad,43.5708,104.425,7.94,23,40,12.47,MN,1701928085
298,chehalis,46.662,-122.964,8.84,99,100,0.0,US,1701928087
299,mkuranga,-7.118,39.2078,27.55,78,85,2.04,TZ,1701928088
300,kibaya,-5.3,36.5667,20.44,77,60,1.49,TZ,1701928089
301,bereznik,62.8551,42.7072,-23.54,97,43,1.65,RU,1701928090
302,naze,28.3667,129.4833,18.51,55,0,4.13,JP,1701928091
303,matoury,4.8483,-52.3317,25.98,89,75,3.09,GF,1701928092
304,sihanoukville,10.6093,103.5296,30.97,70,40,3.6,KH,1701928093
305,selkirk,50.1436,-96.8845,2.88,80,63,0.89,CA,1701928094
306,uturoa,-16.7333,-151.4333,25.83,83,100,8.6,PF,1701928096
307,misliyah,17.4599,42.5572,27.2,61,7,2.05,SA,1701928097
308,ilulissat,69.2167,-51.1,1.01,47,91,6.69,GL,1701928098
309,nizhneudinsk,54.9076,99.0276,-18.52,88,100,4.58,RU,1701928099
310,nagqu,31.5,92.0,-6.01,50,6,0.8,CN,1701928100
311,juruti,-2.1522,-56.0922,24.69,89,20,1.56,BR,1701928102
312,obo,5.3998,26.4869,24.12,80,16,0.91,CF,1701928104
313,neerpelt,51.2281,5.442,2.63,88,100,2.57,BE,1701928105
314,kapa'a,22.0752,-159.319,24.18,88,20,5.14,US,1701928106
315,al ghayzah,16.2079,52.176,26.01,48,6,2.14,YE,1701928107
316,peniche,39.3558,-9.3811,15.72,90,100,7.09,PT,1701928108
317,monterey,36.2505,-121.2516,10.65,92,42,2.6,US,1701927938
318,quellon,-43.1167,-73.6167,6.88,91,3,1.74,CL,1701928111
319,mangalia,43.8,28.5833,9.01,89,100,7.06,RO,1701928112
320,port saint john's,-31.6229,29.5448,21.0,82,100,3.54,ZA,1701928113
321,hecun,36.5333,114.1111,20.68,15,2,6.56,CN,1701928114
322,toliara,-23.35,43.6667,30.23,54,12,5.56,MG,1701928115
323,cannonvale,-20.2833,148.7,27.66,64,21,8.46,AU,1701928116
324,boldumsaz,42.1282,59.671,-0.97,38,100,8.42,TM,1701928117
325,pitimbu,-7.4706,-34.8086,25.33,79,36,2.41,BR,1701928118
326,labuan,5.2767,115.2417,31.2,70,20,1.54,MY,1701928119
327,ibotirama,-12.1853,-43.2206,21.54,71,6,1.35,BR,1701928120
328,ialibu,-6.2821,143.9935,16.49,95,94,1.57,PG,1701928121
329,erdenet,49.0333,104.0833,0.98,52,61,10.95,MN,1701928122
330,gadzhiyevo,69.2551,33.3362,-15.45,97,70,5.69,RU,1701928123
331,san luis,-33.295,-66.3356,16.67,42,0,2.28,AR,1701928124
332,uvira,-3.4067,29.1458,22.07,73,38,2.23,CD,1701928125
333,atafu village,-8.5421,-172.5159,29.24,75,82,3.52,TK,1701928126
334,pagar alam,-4.0167,103.2667,26.13,85,95,0.68,ID,1701928128
335,sake,-1.5736,29.045,18.34,86,41,0.66,CD,1701928129
336,mana,5.6592,-53.7767,24.88,91,59,3.69,GF,1701928129
337,menongue,-14.6585,17.691,22.43,65,87,2.05,AO,1701928131
338,guanare,9.0418,-69.7421,23.42,65,99,1.47,VE,1701928132
339,gumdag,39.2061,54.5906,7.98,54,77,10.04,TM,1701928134
340,sierra grande,-41.606,-65.3557,14.56,86,73,1.6,AR,1701928135
341,norfolk,42.1668,-71.2495,-2.69,80,0,2.06,US,1701928136
342,fortuna,40.5982,-124.1573,9.64,95,18,1.34,US,1701928137
343,boende,-0.2167,20.8667,21.94,98,100,0.7,CD,1701928138
344,taunusstein,50.15,8.15,-0.19,95,75,0.0,DE,1701928139
345,celestun,20.8667,-90.4,22.87,72,100,5.12,MX,1701928140
346,mirnyy,62.5353,113.9611,-42.65,64,85,0.22,RU,1701928141
347,bukoba,-1.3317,31.8122,19.99,77,75,0.0,TZ,1701928142
348,oltinko'l,40.8011,72.1634,11.53,38,69,1.18,UZ,1701928143
349,bria,6.5423,21.9863,24.51,72,100,0.85,CF,1701928144
350,puerto ayacucho,5.6639,-67.6236,25.92,78,100,0.08,VE,1701928145
351,bargarh,21.3333,83.6167,20.14,91,100,0.95,IN,1701928146
352,wuchang,44.9143,127.15,-9.83,78,2,2.68,CN,1701928147
353,itoman,26.1247,127.6694,23.43,52,20,5.66,JP,1701928148
354,sibolga,1.7427,98.7792,26.32,90,99,1.21,ID,1701928149
355,ulsteinvik,62.3432,5.8487,2.4,72,92,2.68,NO,1701927895
356,port-vila,-17.7338,168.3219,26.78,83,75,6.17,VU,1701928150
357,buka,40.8108,69.1986,7.88,62,100,1.51,UZ,1701928151
358,nuuk,64.1835,-51.7216,6.34,33,94,8.75,GL,1701928152
359,vernon,50.2581,-119.2691,6.45,95,100,0.51,CA,1701928153
360,vadso,70.0744,29.7487,-9.91,79,40,7.2,NO,1701928154
361,new norfolk,-42.7826,147.0587,23.73,29,100,2.7,AU,1701928155
362,harper,4.375,-7.7169,25.51,85,23,1.29,LR,1701928157
363,vangaindrano,-23.35,47.6,23.63,82,100,2.98,MG,1701928159
364,nuku'alofa,-21.1333,-175.2,26.54,74,6,2.5,TO,1701928160
365,turan,16.0678,108.2208,21.99,100,75,2.06,VN,1701928162
366,cidade velha,14.9167,-23.6167,22.26,68,40,3.6,CV,1701928163
367,crane,31.3974,-102.3501,12.77,73,100,7.79,US,1701928164
368,aquidauana,-20.4711,-55.7872,25.47,68,74,0.9,BR,1701928165
369,rakops,-21.0167,24.3333,25.74,38,85,7.32,BW,1701928166
370,kalmunai,7.4167,81.8167,29.22,75,75,4.05,LK,1701928167
371,tuy hoa,13.0833,109.3,26.55,80,81,4.6,VN,1701928168
372,aioun,16.6614,-9.6149,19.41,15,31,4.34,MR,1701928169
373,totoras,-32.5844,-61.1685,16.61,93,0,2.76,AR,1701928170
374,san antonio de pale,-1.4014,5.6325,25.91,85,81,4.86,GQ,1701928171
375,moose jaw,50.4001,-105.5344,0.14,93,94,2.57,CA,1701928172
376,kununurra,-15.7667,128.7333,37.99,32,40,4.12,AU,1701928174
377,brisas de zicatela,15.8369,-97.0419,25.99,66,90,1.84,MX,1701928175
378,mata-utu,-13.2816,-176.1745,28.78,76,98,6.4,WF,1701928175
379,okha,53.5739,142.9478,-0.59,98,100,5.05,RU,1701928176
380,santa cruz,-17.8,-63.1667,24.7,88,20,2.06,BO,1701928177
381,antsiranana,-12.2787,49.2917,30.2,53,29,4.97,MG,1701928179
382,mount pearl,47.5166,-52.7813,-4.41,91,20,1.03,CA,1701928181
383,severnoye,56.3491,78.3619,-31.12,97,8,3.13,RU,1701928182
384,manta,-0.95,-80.7333,24.88,88,75,2.57,EC,1701928183
385,dehdasht,30.7949,50.5646,18.77,27,0,0.36,IR,1701928184
386,vallenar,-28.5708,-70.7581,18.66,49,0,0.33,CL,1701928185
387,viana do castelo,41.6932,-8.8329,13.14,94,100,9.3,PT,1701928186
388,alto araguaia,-17.3147,-53.2153,22.52,68,18,0.93,BR,1701928187
389,sola,-13.8833,167.55,27.2,82,95,7.49,VU,1701928188
390,libreville,0.3925,9.4537,25.01,94,20,3.09,GA,1701928189
391,souillac,-20.5167,57.5167,27.21,83,75,1.54,MU,1701928190
392,nishinoomote,30.7333,131.0,17.31,55,20,9.26,JP,1701928191
393,pundong,-7.9522,110.3486,30.09,64,69,4.23,ID,1701928192
394,decatur,39.8403,-88.9548,3.26,81,0,6.17,US,1701927915
395,vredendal,-31.6683,18.5012,21.11,65,0,3.45,ZA,1701928194
396,santiago de cao,-7.9589,-79.2392,19.07,88,100,3.09,PE,1701928195
397,barceloneta,18.4505,-66.5385,25.15,94,0,2.05,PR,1701928197
398,ust-tsilma,65.441,52.1498,-33.55,100,34,1.34,RU,1701928198
399,muslyumovo,55.3033,53.1947,-31.4,99,55,1.18,RU,1701928200
400,baiyin,36.5583,104.2081,9.43,16,0,3.8,CN,1701928201
401,dili,-8.5586,125.5736,30.12,71,42,1.28,TL,1701928202
402,urangan,-25.3,152.9,28.44,63,0,2.68,AU,1701928204
403,chiavenna,46.3216,9.3986,3.51,74,26,3.91,IT,1701928205
404,diglur,18.55,77.6,25.19,67,79,1.57,IN,1701928207
405,marsh harbour,26.5412,-77.0636,20.82,57,84,9.91,BS,1701928208
406,tagab,34.855,69.6492,15.17,15,2,0.77,AF,1701928211
407,dali,25.7,100.1833,9.82,93,100,0.98,CN,1701928212
408,daru,-9.0763,143.2092,28.71,69,100,3.84,PG,1701928213
409,midway,35.9535,-80.2181,3.05,78,4,2.44,US,1701928214
410,pacific grove,36.6177,-121.9166,13.57,91,75,2.06,US,1701928216
411,mar del plata,-38.0023,-57.5575,16.01,94,100,5.36,AR,1701928205
412,pao de acucar,-9.7483,-37.4367,23.97,85,0,2.04,BR,1701928218
413,mwinilunga,-11.7358,24.4293,20.8,76,99,0.54,ZM,1701928219
414,muravlenko,63.7898,74.523,-32.94,95,33,3.98,RU,1701928220
415,queenstown,-31.8976,26.8753,19.98,66,81,1.27,ZA,1701928221
416,levuka,50.1834,-105.4011,0.9,83,82,1.95,CA,1701928222
417,kutum,14.2,24.6667,16.75,17,35,2.44,SD,1701928223
418,wanaraja,-7.1749,107.9808,29.2,55,72,2.4,ID,1701928225
419,porbandar,21.6422,69.6093,26.99,39,0,5.14,IN,1701928226
420,figuig (centre),32.1089,-1.2286,10.35,71,2,0.97,MA,1701928227
421,huanan,46.2167,130.5167,-12.19,85,11,6.15,CN,1701927946
422,cabo san lucas,22.8909,-109.9124,24.17,76,2,0.45,MX,1701927648
423,kerikeri,-35.2268,173.9474,21.06,74,13,0.45,NZ,1701928230
424,laminusa,5.5549,120.9136,28.43,77,88,3.63,PH,1701928231
425,quibala,-10.7337,14.98,17.91,95,100,0.76,AO,1701928233
426,nakhon thai,17.1006,100.8374,30.61,56,18,0.48,TH,1701928234
427,kohlu,29.8962,69.252,16.92,18,1,0.44,PK,1701928235
428,mashpee,41.6484,-70.4811,1.55,78,0,4.12,US,1701928236
429,malango,-2.9627,119.9001,24.25,92,99,0.84,ID,1701928237
430,cherdakly,54.3594,48.845,-12.03,92,100,3.0,RU,1701928238
431,fastiv,50.0767,29.9177,-6.37,92,100,3.77,UA,1701928240
432,melouza,35.98,4.1867,4.62,89,17,1.74,DZ,1701928241
433,lazaro cardenas,17.9583,-102.2,23.81,83,91,2.23,MX,1701928242
434,kaa-khem,51.6833,94.7333,-10.89,65,98,9.12,RU,1701928243
435,fu'an,27.0892,119.6453,20.87,31,0,0.88,CN,1701928244
436,amursk,50.2261,136.8994,-7.79,88,100,4.05,RU,1701928245
437,sullivan,36.5168,-82.5332,1.55,83,40,2.57,US,1701928246
438,shache,38.4167,77.2406,14.57,11,12,0.86,CN,1701928247
439,aleg,17.0481,-13.9209,22.12,18,59,4.05,MR,1701928248
440,algona,43.07,-94.233,3.4,100,0,3.09,US,1701928248
441,whangarei,-35.7317,174.3239,19.3,71,29,3.66,NZ,1701927973
442,pankovka,58.5,31.1999,-17.16,100,89,1.49,RU,1701928251
443,basco,20.4487,121.9702,23.87,77,99,14.89,PH,1701928251
444,suya,9.4667,3.1833,21.2,24,73,1.02,NG,1701928252
445,alaghsas,17.0187,8.0168,17.94,24,0,3.09,NE,1701928253
446,dryden,49.7833,-92.7503,-1.84,93,20,3.09,CA,1701928254
447,hailey,43.5196,-114.3153,4.92,70,100,1.79,US,1701928165
448,susuman,62.7833,148.1667,-43.9,96,93,0.45,RU,1701928256
449,kavaratti,10.5669,72.642,28.2,69,100,4.33,IN,1701928257
450,helensburgh,56.0061,-4.7265,5.79,95,100,4.92,GB,1701928258
451,illapel,-31.6308,-71.1653,17.73,60,0,0.92,CL,1701928259
452,nyurba,63.2842,118.3319,-45.98,99,88,0.8,RU,1701928260
453,sorong,-0.8833,131.25,28.47,79,24,2.31,ID,1701928261
454,jaisalmer,26.9147,70.9181,22.45,28,0,2.51,IN,1701928262
455,namtsy,62.7161,129.6658,-40.76,95,100,0.94,RU,1701928263
456,bandon,51.7469,-8.7425,10.77,98,100,7.88,IE,1701928264
457,tateyama,34.9833,139.8667,18.94,55,0,15.42,JP,1701928265
458,ancud,-41.8697,-73.8203,8.65,91,48,1.05,CL,1701928267
459,yeniseysk,58.4497,92.1703,-25.59,91,100,2.24,RU,1701928267
460,saudarkrokur,65.7461,-19.6394,-6.78,61,1,3.06,IS,1701928268
461,moura,38.1401,-7.4486,12.06,96,100,1.66,PT,1701928269
462,big bend,-26.8167,31.9333,20.05,100,100,0.51,SZ,1701928270
463,fortaleza,-3.7227,-38.5247,28.93,72,40,4.63,BR,1701928271
464,hami,42.8,93.45,4.29,34,73,0.31,CN,1701928272
465,kayes,14.0,-11.0,22.53,17,10,1.28,ML,1701928273
466,tukrah,32.5341,20.5791,17.18,60,100,5.59,LY,1701928275
467,lhasa,29.65,91.1,7.01,29,85,0.76,CN,1701928276
468,la passe,45.5549,-0.8967,4.43,74,100,6.62,FR,1701928277
469,broome,42.2506,-75.833,-1.57,78,100,4.12,US,1701928278
470,oriximina,-1.7656,-55.8661,24.28,90,15,1.7,BR,1701928280
471,olonets,60.9847,32.9698,-16.65,99,99,1.78,RU,1701928281
472,monze,-16.2833,27.4833,26.07,42,22,3.97,ZM,1701928282
473,beyneu,45.3167,55.2,0.09,59,100,8.56,KZ,1701928283
474,tadine,-21.55,167.8833,24.12,66,100,6.99,NC,1701928284
475,gaya,24.7833,85.0,18.95,100,100,2.06,IN,1701928285
476,tengrela,10.4869,-6.4097,20.42,24,0,0.61,CI,1701928286
477,mao,39.8885,4.2658,9.31,93,20,2.57,ES,1701928287
478,ad dilam,23.9915,47.1627,17.23,20,6,3.34,SA,1701928288
479,biloela,-24.4167,150.5,34.82,22,0,8.62,AU,1701928289
480,osby,56.3816,13.9936,0.01,99,100,2.34,SE,1701928290
481,le port,-20.9373,55.2919,28.98,97,3,1.18,RE,1701928291
482,morondava,-20.2833,44.2833,29.13,68,10,4.37,MG,1701928292
483,fontanelas,38.8472,-9.4372,17.11,94,100,6.53,PT,1701928293
484,al masallamiyya,14.5748,33.3373,25.42,29,51,6.52,SD,1701928294
485,hola,51.5377,23.1902,-0.9,89,100,4.81,PL,1701927754
486,jericho,31.8667,35.45,20.92,81,93,1.65,PS,1701928296
487,inhambane,-23.865,35.3833,25.0,83,75,4.12,MZ,1701928297
488,sabha,27.0377,14.4283,14.24,32,6,4.69,LY,1701928298
489,mahina,-17.5065,-149.489,24.87,88,75,3.6,PF,1701928299
490,kayangel,8.0823,134.7173,28.67,75,99,5.94,PW,1701928300
491,madisonville,37.3281,-87.4989,-0.07,93,2,3.45,US,1701928301
492,dampit,-8.2116,112.7493,28.95,62,90,2.67,ID,1701928302
493,las khorey,11.1595,48.1967,25.8,56,14,4.57,SO,1701928303
494,ende,-8.8432,121.6623,30.46,71,72,1.84,ID,1701928304
495,bamboo flat,11.7,92.7167,30.05,79,40,2.06,IN,1701928305
496,al bardiyah,31.7561,25.0865,16.4,53,100,5.35,LY,1701928307
497,lepsy,46.235,78.9456,-0.46,51,75,5.54,KZ,1701928308
498,yeppoon,-23.1333,150.7333,29.88,65,6,7.22,AU,1701928309
499,tazacorte,28.629,-17.9293,18.54,81,75,4.63,ES,1701928310
500,tromso,69.6496,18.957,-3.99,63,0,9.77,NO,1701928311
501,novodvinsk,64.4165,40.8122,-21.79,96,64,1.7,RU,1701928299
502,balykshi,47.0667,51.8667,-5.0,80,40,9.0,KZ,1701928313
503,qujing,25.4833,103.7833,16.33,52,100,6.69,CN,1701928314
504,santa marta de ortigueira,43.6833,-7.85,14.79,82,100,11.92,ES,1701928315
505,manuguru,17.981,80.7547,26.47,73,99,2.03,IN,1701928316
506,purbalingga,-7.3881,109.3639,30.83,63,72,2.23,ID,1701928317
507,lensk,60.7253,114.9278,-33.86,93,96,1.92,RU,1701928318
508,igrim,63.1906,64.4162,-36.97,97,6,1.12,RU,1701928319
509,bodaybo,57.8506,114.1933,-33.17,97,94,0.26,RU,1701928320
510,arkhangel'sk,64.5401,40.5433,-21.6,76,0,2.0,RU,1701928321
511,coquimbo,-29.9533,-71.3436,13.85,88,0,2.06,CL,1701928322
512,nampula,-15.1165,39.2666,26.26,59,57,3.04,MZ,1701928172
513,gura sutii,44.75,25.5167,3.92,99,100,4.81,RO,1701928324
514,tofol,5.3248,163.0078,27.93,81,98,9.37,FM,1701928326
515,fort-shevchenko,44.5086,50.263,0.91,87,100,11.77,KZ,1701928327
516,garissa,-0.4536,39.6401,28.15,66,55,2.36,KE,1701928328
517,maitum,6.0392,124.4986,29.25,76,99,2.71,PH,1701928329
518,valparaiso,-33.0393,-71.6273,12.8,100,75,0.0,CL,1701928314
519,betio village,1.358,172.9211,28.14,82,100,7.93,KI,1701928331
520,mount isa,-20.7333,139.5,37.87,19,40,5.14,AU,1701928324
521,kone,-21.0595,164.8658,26.79,58,98,4.5,NC,1701928333
522,mhamid,29.82,-5.72,14.14,42,94,2.89,MA,1701928334
523,boden,65.8252,21.6886,-10.0,97,100,0.14,SE,1701928335
524,camden,39.7835,-74.9663,1.84,74,7,0.45,US,1701928336
525,atamyrat,37.8357,65.2106,13.27,32,95,0.79,TM,1701928338
526,donji vakuf,44.1436,17.4,0.35,97,90,1.59,BA,1701928340
527,rio preto da eva,-2.6994,-59.6997,25.48,75,44,0.86,BR,1701928341
528,tangalle,6.024,80.7911,30.09,73,46,2.41,LK,1701928341
529,popondetta,-8.7537,148.2534,31.98,52,99,2.49,PG,1701928342
530,kerman,30.2832,57.0788,8.92,17,0,2.06,IR,1701928344
531,bageshwar,29.85,79.7667,20.61,32,0,1.36,IN,1701928345
532,berdigestyakh,62.0989,126.6992,-39.0,97,97,0.3,RU,1701928346
533,thinadhoo,0.5333,72.9333,27.34,78,98,2.49,MV,1701928347
534,murzuq,25.9155,13.9184,15.08,26,27,3.84,LY,1701928348
535,isiro,2.7739,27.616,21.73,93,21,0.91,CD,1701928349
536,antofagasta,-23.65,-70.4,17.6,81,40,1.8,CL,1701927963
537,nagato,34.3833,131.2,11.59,41,2,4.86,JP,1701928356
538,malvan,16.0667,73.4667,29.3,52,76,1.98,IN,1701928356
539,seydi,39.4816,62.9137,7.1,47,100,5.07,TM,1701928357
540,uruzgan,32.8333,66.0,11.5,15,65,0.58,AF,1701928359
541,ocher,57.8904,54.7202,-31.74,100,33,1.22,RU,1701928361
542,juneau,58.3019,-134.4197,4.12,93,100,7.72,US,1701928206
543,strelka,58.0728,93.0344,-26.8,76,100,2.54,RU,1701928363
544,teloloapan,18.35,-99.85,16.3,70,100,2.04,MX,1701928364
545,laojunmiao,39.8333,97.7333,7.85,12,58,1.9,CN,1701928365
546,saint joseph,39.7686,-94.8466,9.51,64,0,5.14,US,1701928168
547,praia da vitoria,38.7333,-27.0667,17.14,77,20,4.07,PT,1701928367
548,zaozersk,69.4005,32.4476,-18.6,99,73,3.08,RU,1701928368
549,panaba,21.2833,-88.2667,21.06,74,100,2.72,MX,1701928368
550,kyshtovka,56.555,76.6271,-32.59,97,7,3.13,RU,1701928369
551,gokwe,-18.2048,28.9349,23.63,39,53,4.76,ZW,1701928371
552,ponta delgada,37.7333,-25.6667,18.44,82,40,3.09,PT,1701928372
553,tselinnoye,53.0833,85.6667,-15.59,91,100,6.05,RU,1701928373
554,san cristobal,7.7669,-72.225,21.1,67,92,0.94,VE,1701928374
555,grants pass,42.439,-123.3284,8.73,96,100,3.6,US,1701928317
556,datong,40.0936,113.2914,8.13,24,12,5.96,CN,1701928376
557,yermentau,51.6214,73.1069,-18.4,81,100,4.84,KZ,1701928305
558,bernardo de irigoyen,-26.2552,-53.6458,19.42,100,100,1.04,AR,1701928379
559,miasskoye,55.2784,61.8905,-28.41,93,15,3.05,RU,1701928379
560,rameswaram,9.2833,79.3,28.0,78,86,3.06,IN,1701928380
561,djenne,13.9061,-4.5533,22.64,20,0,2.6,ML,1701928381
562,altai,46.3722,96.2583,-4.26,69,97,16.58,MN,1701928382
563,fountain,38.6822,-104.7008,12.6,27,0,3.6,US,1701928383
564,ushibukamachi,32.1906,130.0228,13.96,48,4,6.77,JP,1701928384
565,glace bay,46.1969,-59.957,-0.02,86,100,5.81,CA,1701928385
566,pirae,-17.5167,-149.5333,25.01,88,75,3.6,PF,1701928386
567,bozeman,45.6796,-111.0386,10.68,42,100,4.63,US,1701928287
568,siliguri,26.7,88.4333,26.74,42,95,2.76,IN,1701928388
569,buenaventura,3.8801,-77.0312,23.86,96,100,1.15,CO,1701928389
570,lityn,49.3251,28.0809,-5.02,90,100,4.1,UA,1701928390
571,la ronge,55.1001,-105.2842,0.14,74,75,2.57,CA,1701928392
572,hobyo,5.3505,48.5268,27.42,56,94,9.34,SO,1701928393
573,kristiansund,63.1115,7.732,-1.64,74,0,2.57,NO,1701928394
